filename,width,height,class,xmin,ymin,xmax,ymax
Boson_Capture_11_mp4-357_jpg.rf.f199d7c3d23ab35fbdae0be5105f4a08.jpg,416,416,Truck,330,146,416,316
Boson_Capture_11_mp4-357_jpg.rf.f199d7c3d23ab35fbdae0be5105f4a08.jpg,416,416,Car,242,198,322,271
Boson_Capture_11_mp4-301_jpg.rf.f5b5d092d56d49ed22185a35fc7e5702.jpg,416,416,Car,123,210,141,230
Boson_Capture_11_mp4-301_jpg.rf.f5b5d092d56d49ed22185a35fc7e5702.jpg,416,416,Car,3,202,56,261
Boson_Capture_11_mp4-301_jpg.rf.f5b5d092d56d49ed22185a35fc7e5702.jpg,416,416,Car,207,225,240,254
Boson_Capture_11_mp4-301_jpg.rf.f5b5d092d56d49ed22185a35fc7e5702.jpg,416,416,Car,351,241,415,303
Boson_Capture_11_mp4-12_jpg.rf.f56331f1f017cc11c54512798a6fb92c.jpg,416,416,Truck,224,185,324,246
Boson_Capture_11_mp4-157_jpg.rf.f6574d81553a4d5f603670b4edd039be.jpg,416,416,Car,270,193,290,217
Boson_Capture_11_mp4-197_jpg.rf.f6c4f9f1fd735358de29b54badbaa58e.jpg,416,416,Car,226,215,259,247
Boson_Capture_11_mp4-197_jpg.rf.f6c4f9f1fd735358de29b54badbaa58e.jpg,416,416,Car,264,221,298,248
Boson_Capture_11_mp4-11_jpg.rf.f668e27db2d6841fed8fd980e83bb92e.jpg,416,416,Truck,390,172,415,229
Boson_Capture_11_mp4-401_jpg.rf.f6664d259b2a2e92526f6405c664013a.jpg,416,416,Truck,339,174,391,250
Boson_Capture_11_mp4-401_jpg.rf.f6664d259b2a2e92526f6405c664013a.jpg,416,416,Car,286,205,305,223
Boson_Capture_11_mp4-401_jpg.rf.f6664d259b2a2e92526f6405c664013a.jpg,416,416,Truck,211,198,275,235
Boson_Capture_11_mp4-401_jpg.rf.f6664d259b2a2e92526f6405c664013a.jpg,416,416,Car,346,189,416,306
Boson_Capture_11_mp4-136_jpg.rf.fa62e206b8f59902bde68babfb252e78.jpg,416,416,Car,74,208,130,253
Boson_Capture_11_mp4-136_jpg.rf.f8b6d90ee0319999bea8a546ee38fe45.jpg,416,416,Car,270,222,323,264
Boson_Capture_11_mp4-400_jpg.rf.f81dac19270c4a7fb43426e9c92fddb5.jpg,416,416,Truck,289,197,312,225
Boson_Capture_11_mp4-400_jpg.rf.f81dac19270c4a7fb43426e9c92fddb5.jpg,416,416,Truck,346,171,415,266
Boson_Capture_11_mp4-400_jpg.rf.f81dac19270c4a7fb43426e9c92fddb5.jpg,416,416,Car,370,180,415,347
Boson_Capture_11_mp4-246_jpg.rf.f8a3f968a95f930c97b4036387fcbc17.jpg,416,416,Car,1,172,52,278
Boson_Capture_11_mp4-445_jpg.rf.f9f3a4055c42017498715f10974713b1.jpg,416,416,Car,51,196,71,223
Boson_Capture_11_mp4-445_jpg.rf.f9f3a4055c42017498715f10974713b1.jpg,416,416,Car,166,200,225,257
Boson_Capture_11_mp4-445_jpg.rf.f9f3a4055c42017498715f10974713b1.jpg,416,416,Car,272,204,415,334
Boson_Capture_11_mp4-394_jpg.rf.f74c7842a5633934da096c20c6f8ec4d.jpg,416,416,Truck,23,180,79,255
Boson_Capture_11_mp4-394_jpg.rf.f74c7842a5633934da096c20c6f8ec4d.jpg,416,416,Car,1,185,28,307
Boson_Capture_11_mp4-1_jpg.rf.f6ff2ebb6d62895e9358c6e8b01d3908.jpg,416,416,Truck,262,197,328,230
Boson_Capture_11_mp4-1_jpg.rf.f6ff2ebb6d62895e9358c6e8b01d3908.jpg,416,416,Car,156,213,227,272
Boson_Capture_11_mp4-1_jpg.rf.f6ff2ebb6d62895e9358c6e8b01d3908.jpg,416,416,Car,66,216,193,302
Boson_Capture_11_mp4-1_jpg.rf.f6ff2ebb6d62895e9358c6e8b01d3908.jpg,416,416,Car,0,230,87,307
Boson_Capture_11_mp4-309_jpg.rf.f8c20b23a952974233737c053e373021.jpg,416,416,Truck,138,187,186,247
Boson_Capture_11_mp4-309_jpg.rf.f8c20b23a952974233737c053e373021.jpg,416,416,Car,1,184,53,267
Boson_Capture_11_mp4-309_jpg.rf.f8c20b23a952974233737c053e373021.jpg,416,416,Car,169,202,254,264
Boson_Capture_11_mp4-309_jpg.rf.f8c20b23a952974233737c053e373021.jpg,416,416,Car,261,206,415,330
Boson_Capture_11_mp4-372_jpg.rf.f7bafcafd967f8e3c06765c955235e4a.jpg,416,416,Truck,195,122,332,272
Boson_Capture_11_mp4-372_jpg.rf.f7bafcafd967f8e3c06765c955235e4a.jpg,416,416,Car,323,194,351,235
Boson_Capture_11_mp4-372_jpg.rf.f7bafcafd967f8e3c06765c955235e4a.jpg,416,416,Truck,359,147,415,293
Boson_Capture_11_mp4-372_jpg.rf.f7bafcafd967f8e3c06765c955235e4a.jpg,416,416,Car,8,208,258,395
Boson_Capture_11_mp4-352_jpg.rf.fabd70c8bb42fa9f6ed96dc7bf8ac587.jpg,416,416,Truck,0,35,295,348
Boson_Capture_11_mp4-352_jpg.rf.fabd70c8bb42fa9f6ed96dc7bf8ac587.jpg,416,416,Car,314,179,347,219
Boson_Capture_11_mp4-352_jpg.rf.fabd70c8bb42fa9f6ed96dc7bf8ac587.jpg,416,416,Truck,351,154,416,276
Boson_Capture_11_mp4-352_jpg.rf.fabd70c8bb42fa9f6ed96dc7bf8ac587.jpg,416,416,Car,280,192,326,249
Boson_Capture_11_mp4-404_jpg.rf.f97f060d688cd2a9601a88e629256035.jpg,416,416,Car,142,211,176,244
Boson_Capture_11_mp4-404_jpg.rf.f97f060d688cd2a9601a88e629256035.jpg,416,416,Car,1,190,74,287
Boson_Capture_11_mp4-404_jpg.rf.f97f060d688cd2a9601a88e629256035.jpg,416,416,Car,287,237,335,260
Boson_Capture_11_mp4-91_jpg.rf.f7d89f311ff1737db4fdf7b9fc9f2e3e.jpg,416,416,Car,12,149,38,180
Boson_Capture_11_mp4-91_jpg.rf.f7d89f311ff1737db4fdf7b9fc9f2e3e.jpg,416,416,Car,122,162,151,187
Boson_Capture_11_mp4-91_jpg.rf.f7d89f311ff1737db4fdf7b9fc9f2e3e.jpg,416,416,Car,312,176,416,281
Boson_Capture_11_mp4-11_jpg.rf.f7eb465088d13fc3b7d9d92ec341fb9c.jpg,416,416,Truck,1,179,44,233
Boson_Capture_11_mp4-230_jpg.rf.fba4ea0fcca9c2601b15d1eab77c8c7d.jpg,416,416,Car,339,201,361,225
Boson_Capture_11_mp4-230_jpg.rf.fba4ea0fcca9c2601b15d1eab77c8c7d.jpg,416,416,Car,230,207,251,228
Boson_Capture_11_mp4-230_jpg.rf.fba4ea0fcca9c2601b15d1eab77c8c7d.jpg,416,416,Car,48,226,125,266
Boson_Capture_11_mp4-136_jpg.rf.fb6b6b81b3fff95ea228f9565ced2ee8.jpg,416,416,Car,265,227,316,268
Boson_Capture_11_mp4-167_jpg.rf.fbb6b468f19ac6c4757a3e532bbbc75a.jpg,416,416,Truck,1,0,300,334
Boson_Capture_11_mp4-170_jpg.rf.fbbbe7b4756819c332de209db9beb5ab.jpg,416,416,Truck,135,0,379,349
Boson_Capture_11_mp4-183_jpg.rf.fd1e63ccd74c3c9efbbf10bb084fbde0.jpg,416,416,Car,217,213,244,233
Boson_Capture_11_mp4-183_jpg.rf.fd1e63ccd74c3c9efbbf10bb084fbde0.jpg,416,416,Truck,245,205,297,245
Boson_Capture_11_mp4-183_jpg.rf.fd1e63ccd74c3c9efbbf10bb084fbde0.jpg,416,416,Car,295,218,343,247
Boson_Capture_11_mp4-91_jpg.rf.fca7aabe4103e43fe9ad76deac308cfd.jpg,416,416,Car,379,134,406,167
Boson_Capture_11_mp4-91_jpg.rf.fca7aabe4103e43fe9ad76deac308cfd.jpg,416,416,Car,259,148,290,174
Boson_Capture_11_mp4-91_jpg.rf.fca7aabe4103e43fe9ad76deac308cfd.jpg,416,416,Car,0,163,89,275
Boson_Capture_11_mp4-288_jpg.rf.fdccf652c85e2c1f5ac50d5d6db0d305.jpg,416,416,Car,90,197,113,227
Boson_Capture_11_mp4-288_jpg.rf.fdccf652c85e2c1f5ac50d5d6db0d305.jpg,416,416,Car,127,205,151,228
Boson_Capture_11_mp4-288_jpg.rf.fdccf652c85e2c1f5ac50d5d6db0d305.jpg,416,416,Car,140,206,168,233
Boson_Capture_11_mp4-288_jpg.rf.fdccf652c85e2c1f5ac50d5d6db0d305.jpg,416,416,Car,9,193,66,251
Boson_Capture_11_mp4-288_jpg.rf.fdccf652c85e2c1f5ac50d5d6db0d305.jpg,416,416,Car,156,210,212,249
Boson_Capture_11_mp4-288_jpg.rf.fdccf652c85e2c1f5ac50d5d6db0d305.jpg,416,416,Car,332,228,416,282
Boson_Capture_11_mp4-369_jpg.rf.fed4fa46cd7c83842c17bb272be3ce6a.jpg,416,416,Truck,89,84,277,283
Boson_Capture_11_mp4-369_jpg.rf.fed4fa46cd7c83842c17bb272be3ce6a.jpg,416,416,Truck,1,159,46,217
Boson_Capture_11_mp4-369_jpg.rf.fed4fa46cd7c83842c17bb272be3ce6a.jpg,416,416,Truck,57,174,91,213
Boson_Capture_11_mp4-369_jpg.rf.fed4fa46cd7c83842c17bb272be3ce6a.jpg,416,416,Car,275,209,415,323
Boson_Capture_11_mp4-252_jpg.rf.fc6776bb55f8b0a4b16220bcaa9d4f4c.jpg,416,416,Car,342,209,393,270
Boson_Capture_11_mp4-294_jpg.rf.fc5ad5d926302efc8862ed7cdbac4aa3.jpg,416,416,Car,66,204,84,224
Boson_Capture_11_mp4-294_jpg.rf.fc5ad5d926302efc8862ed7cdbac4aa3.jpg,416,416,Car,22,197,53,231
Boson_Capture_11_mp4-294_jpg.rf.fc5ad5d926302efc8862ed7cdbac4aa3.jpg,416,416,Car,211,225,257,261
Boson_Capture_11_mp4-257_jpg.rf.fe6fdfa3b35b87b491b39cd33fefd82c.jpg,416,416,Car,90,188,115,219
Boson_Capture_11_mp4-257_jpg.rf.fe6fdfa3b35b87b491b39cd33fefd82c.jpg,416,416,Car,38,185,70,226
Boson_Capture_11_mp4-242_jpg.rf.fff9ae3771f867481cc3c5b5a10e9f98.jpg,416,416,Car,344,189,406,258
Boson_Capture_11_mp4-164_jpg.rf.fea796009fb6c160bcd63f04b8e8521e.jpg,416,416,Truck,292,52,415,286
Boson_Capture_11_mp4-173_jpg.rf.fc5e0bc9cac57a59fcf1f1eb8b925bb6.jpg,416,416,Car,388,193,413,211
Boson_Capture_11_mp4-173_jpg.rf.fc5e0bc9cac57a59fcf1f1eb8b925bb6.jpg,416,416,Car,326,196,366,223
Boson_Capture_11_mp4-173_jpg.rf.fc5e0bc9cac57a59fcf1f1eb8b925bb6.jpg,416,416,Truck,258,190,317,237
Boson_Capture_11_mp4-173_jpg.rf.fc5e0bc9cac57a59fcf1f1eb8b925bb6.jpg,416,416,Car,126,223,180,260
Boson_Capture_11_mp4-173_jpg.rf.fc5e0bc9cac57a59fcf1f1eb8b925bb6.jpg,416,416,Car,68,232,132,268
Boson_Capture_11_mp4-258_jpg.rf.ff62e67cacfe2d724222014038870cea.jpg,416,416,Truck,255,191,277,218
Boson_Capture_11_mp4-258_jpg.rf.ff62e67cacfe2d724222014038870cea.jpg,416,416,Car,311,195,331,220
Boson_Capture_11_mp4-258_jpg.rf.ff62e67cacfe2d724222014038870cea.jpg,416,416,Car,349,192,381,226
Boson_Capture_11_mp4-13_jpg.rf.fe485d3b6d2c76e30af5d18970f88e9b.jpg,416,416,Truck,376,135,415,215
Boson_Capture_11_mp4-243_jpg.rf.01b1d9e8c28d9606e2dbb27de0e2481e.jpg,416,416,Car,1,196,69,297
Boson_Capture_11_mp4-247_jpg.rf.03ac188d2717101a633e7cfdf6b7980f.jpg,416,416,Car,200,224,234,250
Boson_Capture_11_mp4-247_jpg.rf.03ac188d2717101a633e7cfdf6b7980f.jpg,416,416,Car,355,188,415,288
Boson_Capture_11_mp4-104_jpg.rf.05cabdb687ae8ae0e62a6bf8e06ee1a6.jpg,416,416,Car,264,200,311,235
Boson_Capture_11_mp4-104_jpg.rf.05cabdb687ae8ae0e62a6bf8e06ee1a6.jpg,416,416,Truck,191,186,273,255
Boson_Capture_11_mp4-391_jpg.rf.03f55687bfdd89d05beeaefd784d40a7.jpg,416,416,Truck,1,157,106,287
Boson_Capture_11_mp4-391_jpg.rf.03f55687bfdd89d05beeaefd784d40a7.jpg,416,416,Car,159,210,196,242
Boson_Capture_11_mp4-441_jpg.rf.00d779c948710e55528c9543249dcc76.jpg,416,416,Car,359,202,381,234
Boson_Capture_11_mp4-441_jpg.rf.00d779c948710e55528c9543249dcc76.jpg,416,416,Truck,265,202,332,267
Boson_Capture_11_mp4-441_jpg.rf.00d779c948710e55528c9543249dcc76.jpg,416,416,Car,197,220,260,272
Boson_Capture_11_mp4-164_jpg.rf.05f3d7560d5b275feaf96c564bb709b6.jpg,416,416,Truck,1,70,141,292
Boson_Capture_11_mp4-421_jpg.rf.030c1c16702e6390f7fec40108578ed4.jpg,416,416,Car,345,176,355,190
Boson_Capture_11_mp4-421_jpg.rf.030c1c16702e6390f7fec40108578ed4.jpg,416,416,Car,372,171,395,201
Boson_Capture_11_mp4-421_jpg.rf.030c1c16702e6390f7fec40108578ed4.jpg,416,416,Car,386,172,415,213
Boson_Capture_11_mp4-421_jpg.rf.030c1c16702e6390f7fec40108578ed4.jpg,416,416,Car,270,187,299,214
Boson_Capture_11_mp4-421_jpg.rf.030c1c16702e6390f7fec40108578ed4.jpg,416,416,Car,248,187,274,220
Boson_Capture_11_mp4-421_jpg.rf.030c1c16702e6390f7fec40108578ed4.jpg,416,416,Car,220,190,259,231
Boson_Capture_11_mp4-4_jpg.rf.013729018d7a3c5d4fbd274ed49f619f.jpg,416,416,Truck,85,189,151,222
Boson_Capture_11_mp4-4_jpg.rf.013729018d7a3c5d4fbd274ed49f619f.jpg,416,416,Car,189,207,265,268
Boson_Capture_11_mp4-4_jpg.rf.013729018d7a3c5d4fbd274ed49f619f.jpg,416,416,Car,224,210,350,297
Boson_Capture_11_mp4-4_jpg.rf.013729018d7a3c5d4fbd274ed49f619f.jpg,416,416,Car,330,223,415,298
Boson_Capture_11_mp4-130_jpg.rf.04986ec56b62eca98b4f3553fab0cc83.jpg,416,416,Car,169,199,191,222
Boson_Capture_11_mp4-252_jpg.rf.0326856dd23ae62f4017b39ecb36621c.jpg,416,416,Car,373,202,415,262
Boson_Capture_11_mp4-358_jpg.rf.029fe5a8e5a169a220b1125a369f19d3.jpg,416,416,Truck,0,0,265,415
Boson_Capture_11_mp4-358_jpg.rf.029fe5a8e5a169a220b1125a369f19d3.jpg,416,416,Car,296,190,345,243
Boson_Capture_11_mp4-358_jpg.rf.029fe5a8e5a169a220b1125a369f19d3.jpg,416,416,Truck,342,148,415,298
Boson_Capture_11_mp4-117_jpg.rf.05246c3e3215a81cf1480c29964255ff.jpg,416,416,Truck,24,160,52,207
Boson_Capture_11_mp4-117_jpg.rf.05246c3e3215a81cf1480c29964255ff.jpg,416,416,Truck,57,166,94,221
Boson_Capture_11_mp4-351_jpg.rf.05a5980f7888ed47c6bb76262064719c.jpg,416,416,Truck,100,126,234,263
Boson_Capture_11_mp4-351_jpg.rf.05a5980f7888ed47c6bb76262064719c.jpg,416,416,Truck,1,150,75,274
Boson_Capture_11_mp4-351_jpg.rf.05a5980f7888ed47c6bb76262064719c.jpg,416,416,Car,312,222,416,294
Boson_Capture_11_mp4-351_jpg.rf.05a5980f7888ed47c6bb76262064719c.jpg,416,416,Car,278,216,416,415
Boson_Capture_11_mp4-441_jpg.rf.04aad4a180453d429ab59289764e3305.jpg,416,416,Car,38,200,60,231
Boson_Capture_11_mp4-441_jpg.rf.04aad4a180453d429ab59289764e3305.jpg,416,416,Truck,86,200,153,264
Boson_Capture_11_mp4-441_jpg.rf.04aad4a180453d429ab59289764e3305.jpg,416,416,Car,159,217,222,269
Boson_Capture_11_mp4-288_jpg.rf.03730ecedcc494bc28e60be8ce4e0c62.jpg,416,416,Car,309,202,333,233
Boson_Capture_11_mp4-288_jpg.rf.03730ecedcc494bc28e60be8ce4e0c62.jpg,416,416,Car,270,210,294,234
Boson_Capture_11_mp4-288_jpg.rf.03730ecedcc494bc28e60be8ce4e0c62.jpg,416,416,Car,253,211,281,239
Boson_Capture_11_mp4-288_jpg.rf.03730ecedcc494bc28e60be8ce4e0c62.jpg,416,416,Car,358,197,415,258
Boson_Capture_11_mp4-288_jpg.rf.03730ecedcc494bc28e60be8ce4e0c62.jpg,416,416,Car,207,215,264,255
Boson_Capture_11_mp4-288_jpg.rf.03730ecedcc494bc28e60be8ce4e0c62.jpg,416,416,Car,0,234,84,290
Boson_Capture_11_mp4-35_jpg.rf.0154b41154ad8d33c081feaeca395d4e.jpg,416,416,Car,365,167,393,204
Boson_Capture_11_mp4-35_jpg.rf.0154b41154ad8d33c081feaeca395d4e.jpg,416,416,Car,380,175,412,210
Boson_Capture_11_mp4-342_jpg.rf.05feea47c650ec4059dbe44275ad49ad.jpg,416,416,Truck,362,193,406,246
Boson_Capture_11_mp4-342_jpg.rf.05feea47c650ec4059dbe44275ad49ad.jpg,416,416,Car,310,206,344,246
Boson_Capture_11_mp4-342_jpg.rf.05feea47c650ec4059dbe44275ad49ad.jpg,416,416,Car,244,217,275,252
Boson_Capture_11_mp4-342_jpg.rf.05feea47c650ec4059dbe44275ad49ad.jpg,416,416,Car,60,222,188,310
Boson_Capture_11_mp4-3_jpg.rf.074cf1926fde92abeaadd8a14d47602b.jpg,416,416,Truck,89,197,153,228
Boson_Capture_11_mp4-3_jpg.rf.074cf1926fde92abeaadd8a14d47602b.jpg,416,416,Car,189,211,267,273
Boson_Capture_11_mp4-3_jpg.rf.074cf1926fde92abeaadd8a14d47602b.jpg,416,416,Car,222,217,346,301
Boson_Capture_11_mp4-3_jpg.rf.074cf1926fde92abeaadd8a14d47602b.jpg,416,416,Car,320,230,415,298
Boson_Capture_11_mp4-340_jpg.rf.079e53de131f0b670147302ebdd46282.jpg,416,416,Truck,384,179,415,244
Boson_Capture_11_mp4-340_jpg.rf.079e53de131f0b670147302ebdd46282.jpg,416,416,Car,340,198,371,233
Boson_Capture_11_mp4-340_jpg.rf.079e53de131f0b670147302ebdd46282.jpg,416,416,Car,274,194,343,262
Boson_Capture_11_mp4-151_jpg.rf.07b2090473067a8746c1241d4871f83a.jpg,416,416,Car,217,225,241,242
Boson_Capture_11_mp4-123_jpg.rf.08a5b998957099c117d00a72ea75759a.jpg,416,416,Truck,141,104,415,331
Boson_Capture_11_mp4-123_jpg.rf.08a5b998957099c117d00a72ea75759a.jpg,416,416,Car,1,155,47,285
Boson_Capture_11_mp4-123_jpg.rf.08a5b998957099c117d00a72ea75759a.jpg,416,416,Car,80,206,178,274
Boson_Capture_11_mp4-169_jpg.rf.097ce3e57c64981710c080da670722eb.jpg,416,416,Truck,2,0,312,340
Boson_Capture_11_mp4-213_jpg.rf.0b860bef0085fc17a97db107e2b7ccd9.jpg,416,416,Truck,282,195,321,238
Boson_Capture_11_mp4-191_jpg.rf.09c1c7712f25ec01c6cd2ea22f54b267.jpg,416,416,Car,213,204,286,242
Boson_Capture_11_mp4-191_jpg.rf.09c1c7712f25ec01c6cd2ea22f54b267.jpg,416,416,Car,174,211,205,240
Boson_Capture_11_mp4-191_jpg.rf.09c1c7712f25ec01c6cd2ea22f54b267.jpg,416,416,Car,137,215,171,242
Boson_Capture_11_mp4-191_jpg.rf.09c1c7712f25ec01c6cd2ea22f54b267.jpg,416,416,Car,51,227,103,255
Boson_Capture_11_mp4-239_jpg.rf.0ace2aed8f7036d49ca8234020bf13a8.jpg,416,416,Car,86,195,106,221
Boson_Capture_11_mp4-297_jpg.rf.0c61fab1d4ea670070d38c072f40418a.jpg,416,416,Truck,112,175,213,266
Boson_Capture_11_mp4-297_jpg.rf.0c61fab1d4ea670070d38c072f40418a.jpg,416,416,Car,353,197,395,245
Boson_Capture_11_mp4-297_jpg.rf.0c61fab1d4ea670070d38c072f40418a.jpg,416,416,Car,240,209,279,248
Boson_Capture_11_mp4-297_jpg.rf.0c61fab1d4ea670070d38c072f40418a.jpg,416,416,Truck,0,214,105,283
Boson_Capture_11_mp4-87_jpg.rf.0a37272a3c754263d70b857228b901f6.jpg,416,416,Truck,91,190,113,224
Boson_Capture_11_mp4-87_jpg.rf.0a37272a3c754263d70b857228b901f6.jpg,416,416,Car,122,198,141,221
Boson_Capture_11_mp4-257_jpg.rf.0a05669554b9272f3969de33fa9aa2f0.jpg,416,416,Car,315,192,340,223
Boson_Capture_11_mp4-257_jpg.rf.0a05669554b9272f3969de33fa9aa2f0.jpg,416,416,Car,360,189,392,230
Boson_Capture_11_mp4-208_jpg.rf.096fb20bc712e4f48a973a9391cf73a0.jpg,416,416,Car,217,182,312,273
Boson_Capture_11_mp4-271_jpg.rf.0a374d6ed048377ebbbd2224204753bb.jpg,416,416,Car,9,205,44,243
Boson_Capture_11_mp4-271_jpg.rf.0a374d6ed048377ebbbd2224204753bb.jpg,416,416,Car,165,227,189,249
Boson_Capture_11_mp4-271_jpg.rf.0a374d6ed048377ebbbd2224204753bb.jpg,416,416,Car,194,226,416,415
Boson_Capture_11_mp4-439_jpg.rf.0ce07aa52a5e9d567313efe85713cced.jpg,416,416,Truck,208,218,234,249
Boson_Capture_11_mp4-439_jpg.rf.0ce07aa52a5e9d567313efe85713cced.jpg,416,416,Truck,132,200,202,275
Boson_Capture_11_mp4-439_jpg.rf.0ce07aa52a5e9d567313efe85713cced.jpg,416,416,Car,246,226,289,269
Boson_Capture_11_mp4-439_jpg.rf.0ce07aa52a5e9d567313efe85713cced.jpg,416,416,Car,280,230,357,288
Boson_Capture_11_mp4-207_jpg.rf.08cedf38cc2060fafcc9215941d5ecb5.jpg,416,416,Car,367,193,380,211
Boson_Capture_11_mp4-207_jpg.rf.08cedf38cc2060fafcc9215941d5ecb5.jpg,416,416,Car,341,192,356,214
Boson_Capture_11_mp4-207_jpg.rf.08cedf38cc2060fafcc9215941d5ecb5.jpg,416,416,Car,0,171,203,415
